num,Accuracy,Precision,ReCall,F-Score
8223,0.96044900464789973,0.0,0.0,0.0
8273,0.96044900464789973,0.0,0.0,0.0
8323,0.96044900464789973,0.0,0.0,0.0
8373,0.96044900464789973,0.0,0.0,0.0
8423,0.96044900464789973,0.0,0.0,0.0
8473,0.96044900464789973,0.0,0.0,0.0
8523,0.96044900464789973,0.0,0.0,0.0
8573,0.96044900464789973,0.0,0.0,0.0
8623,0.96044900464789973,0.0,0.0,0.0
8673,0.96044900464789973,0.0,0.0,0.0
8723,0.96044900464789973,0.0,0.0,0.0
8773,0.96044900464789973,0.0,0.0,0.0
8823,0.96044900464789973,0.0,0.0,0.0
8873,0.96044900464789973,0.0,0.0,0.0
8923,0.96044900464789973,0.0,0.0,0.0
8973,0.96044900464789973,0.0,0.0,0.0
9023,0.96044900464789973,0.0,0.0,0.0
9073,0.89415066210646321,0.171875,0.43902439024390244,0.24703680598877106
9123,0.89406296588617029,0.17058311575282856,0.43458980044345896,0.245
9173,0.89108129439621153,0.1701417848206839,0.45232815964523282,0.24727272727272723
